city,year,weekofyear,total_cases
sj,2011,30,51
sj,2011,31,49
sj,2011,32,49
sj,2011,33,63
sj,2011,34,59
sj,2011,35,51
sj,2011,36,59
sj,2011,37,51
sj,2011,38,46
sj,2011,39,55
sj,2011,40,54
sj,2011,41,47
sj,2011,42,35
sj,2011,43,37
sj,2011,44,37
sj,2011,45,43
sj,2011,46,46
sj,2011,47,24
sj,2011,48,16
sj,2011,49,9
sj,2011,50,9
sj,2011,51,11
sj,2012,52,13
sj,2012,1,18
sj,2012,2,16
sj,2012,3,19
sj,2012,4,18
sj,2012,5,13
sj,2012,6,23
sj,2012,7,12
sj,2012,8,10
sj,2012,9,9
sj,2012,10,8
sj,2012,11,7
sj,2012,12,4
sj,2012,13,4
sj,2012,14,5
sj,2012,15,5
sj,2012,16,5
sj,2012,17,7
sj,2012,18,7
sj,2012,19,5
sj,2012,20,5
sj,2012,21,6
sj,2012,22,7
sj,2012,23,12
sj,2012,24,24
sj,2012,25,33
sj,2012,26,42
sj,2012,27,43
sj,2012,28,42
sj,2012,29,41
sj,2012,30,20
sj,2012,31,27
sj,2012,32,23
sj,2012,33,27
sj,2012,34,23
sj,2012,35,43
sj,2012,36,26
sj,2012,37,43
sj,2012,38,48
sj,2012,39,53
sj,2012,40,55
sj,2012,41,35
sj,2012,42,38
sj,2012,43,34
sj,2012,44,40
sj,2012,45,27
sj,2012,46,37
sj,2012,47,36
sj,2012,48,30
sj,2012,49,22
sj,2012,50,32
sj,2012,51,28
sj,2013,1,42
sj,2013,2,32
sj,2013,3,29
sj,2013,4,25
sj,2013,5,18
sj,2013,6,13
sj,2013,7,11
sj,2013,8,10
sj,2013,9,10
sj,2013,10,8
sj,2013,11,6
sj,2013,12,8
sj,2013,13,5
sj,2013,14,5
sj,2013,15,6
sj,2013,16,4
sj,2013,17,3
iq,2010,26,4
iq,2010,27,5
iq,2010,28,5
iq,2010,29,9
iq,2010,30,14
iq,2010,31,30
iq,2010,32,16
iq,2010,33,5
iq,2010,34,3
iq,2010,35,4
iq,2010,36,6
iq,2010,37,5
iq,2010,38,11
iq,2010,39,8
iq,2010,40,6
iq,2010,41,7
iq,2010,42,8
iq,2010,43,10
iq,2010,44,9
iq,2010,45,10
iq,2010,46,9
iq,2010,47,8
iq,2010,48,7
iq,2010,49,8
iq,2010,50,9
iq,2010,51,10
iq,2011,52,12
iq,2011,1,12
iq,2011,2,12
iq,2011,3,12
iq,2011,4,17
iq,2011,5,19
iq,2011,6,13
iq,2011,7,13
iq,2011,8,12
iq,2011,9,7
iq,2011,10,9
iq,2011,11,8
iq,2011,12,7
iq,2011,13,6
iq,2011,14,8
iq,2011,15,7
iq,2011,16,6
iq,2011,17,6
iq,2011,18,5
iq,2011,19,5
iq,2011,20,4
iq,2011,21,4
iq,2011,22,3
iq,2011,23,3
iq,2011,24,3
iq,2011,25,3
iq,2011,26,2
iq,2011,27,3
iq,2011,28,2
iq,2011,29,3
iq,2011,30,2
iq,2011,31,6
iq,2011,32,3
iq,2011,33,3
iq,2011,34,4
iq,2011,35,3
iq,2011,36,6
iq,2011,37,3
iq,2011,38,4
iq,2011,39,5
iq,2011,40,3
iq,2011,41,6
iq,2011,42,6
iq,2011,43,8
iq,2011,44,7
iq,2011,45,7
iq,2011,46,9
iq,2011,47,9
iq,2011,48,8
iq,2011,49,8
iq,2011,50,7
iq,2011,51,8
iq,2012,52,11
iq,2012,1,11
iq,2012,2,11
iq,2012,3,13
iq,2012,4,13
iq,2012,5,16
iq,2012,6,15
iq,2012,7,12
iq,2012,8,13
iq,2012,9,10
iq,2012,10,9
iq,2012,11,7
iq,2012,12,5
iq,2012,13,5
iq,2012,14,5
iq,2012,15,5
iq,2012,16,5
iq,2012,17,4
iq,2012,18,4
iq,2012,19,7
iq,2012,20,5
iq,2012,21,3
iq,2012,22,4
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,3
iq,2012,29,4
iq,2012,30,4
iq,2012,31,5
iq,2012,32,4
iq,2012,33,4
iq,2012,34,4
iq,2012,35,4
iq,2012,36,5
iq,2012,37,7
iq,2012,38,9
iq,2012,39,18
iq,2012,40,4
iq,2012,41,19
iq,2012,42,11
iq,2012,43,20
iq,2012,44,19
iq,2012,45,16
iq,2012,46,11
iq,2012,47,14
iq,2012,48,26
iq,2012,49,27
iq,2012,50,13
iq,2012,51,15
iq,2013,1,9
iq,2013,2,13
iq,2013,3,8
iq,2013,4,14
iq,2013,5,18
iq,2013,6,17
iq,2013,7,13
iq,2013,8,14
iq,2013,9,11
iq,2013,10,7
iq,2013,11,10
iq,2013,12,8
iq,2013,13,12
iq,2013,14,9
iq,2013,15,5
iq,2013,16,5
iq,2013,17,8
iq,2013,18,4
iq,2013,19,5
iq,2013,20,7
iq,2013,21,3
iq,2013,22,4
iq,2013,23,2
iq,2013,24,5
iq,2013,25,5
iq,2013,26,3
