city,year,weekofyear,total_cases
sj,2011,22,2
sj,2011,23,2
sj,2011,24,3
sj,2011,25,3
sj,2011,26,3
sj,2011,27,2
sj,2011,28,3
sj,2011,29,2
sj,2011,30,3
sj,2011,31,3
sj,2011,32,4
sj,2011,33,4
sj,2011,34,4
sj,2011,35,4
sj,2011,36,4
sj,2011,37,4
sj,2011,38,3
sj,2011,39,4
sj,2011,40,4
sj,2011,41,4
sj,2011,42,4
sj,2011,43,3
sj,2011,44,3
sj,2011,45,4
sj,2011,46,3
sj,2011,47,3
sj,2011,48,3
sj,2011,49,2
sj,2011,50,2
sj,2011,51,2
sj,2012,52,2
sj,2012,1,2
sj,2012,2,2
sj,2012,3,2
sj,2012,4,2
sj,2012,5,2
sj,2012,6,2
sj,2012,7,2
sj,2012,8,2
sj,2012,9,2
sj,2012,10,1
sj,2012,11,1
sj,2012,12,1
sj,2012,13,1
sj,2012,14,1
sj,2012,15,1
sj,2012,16,1
sj,2012,17,1
sj,2012,18,2
sj,2012,19,1
sj,2012,20,2
sj,2012,21,2
sj,2012,22,2
sj,2012,23,3
sj,2012,24,3
sj,2012,25,3
sj,2012,26,3
sj,2012,27,3
sj,2012,28,3
sj,2012,29,3
sj,2012,30,3
sj,2012,31,3
sj,2012,32,4
sj,2012,33,3
sj,2012,34,3
sj,2012,35,3
sj,2012,36,3
sj,2012,37,4
sj,2012,38,4
sj,2012,39,4
sj,2012,40,4
sj,2012,41,3
sj,2012,42,4
sj,2012,43,4
sj,2012,44,4
sj,2012,45,4
sj,2012,46,3
sj,2012,47,3
sj,2012,48,3
sj,2012,49,2
sj,2012,50,2
sj,2012,51,1
sj,2013,1,2
sj,2013,2,2
sj,2013,3,2
sj,2013,4,2
sj,2013,5,2
sj,2013,6,2
sj,2013,7,2
sj,2013,8,2
sj,2013,9,2
sj,2013,10,1
sj,2013,11,1
sj,2013,12,1
sj,2013,13,2
sj,2013,14,1
sj,2013,15,2
sj,2013,16,1
sj,2013,17,1
iq,2010,26,1
iq,2010,27,1
iq,2010,28,2
iq,2010,29,1
iq,2010,30,1
iq,2010,31,1
iq,2010,32,1
iq,2010,33,1
iq,2010,34,1
iq,2010,35,1
iq,2010,36,1
iq,2010,37,1
iq,2010,38,1
iq,2010,39,1
iq,2010,40,1
iq,2010,41,1
iq,2010,42,2
iq,2010,43,2
iq,2010,44,2
iq,2010,45,2
iq,2010,46,1
iq,2010,47,2
iq,2010,48,1
iq,2010,49,2
iq,2010,50,1
iq,2010,51,0
iq,2011,52,1
iq,2011,1,3
iq,2011,2,2
iq,2011,3,3
iq,2011,4,3
iq,2011,5,3
iq,2011,6,3
iq,2011,7,3
iq,2011,8,3
iq,2011,9,3
iq,2011,10,2
iq,2011,11,2
iq,2011,12,2
iq,2011,13,2
iq,2011,14,2
iq,2011,15,2
iq,2011,16,1
iq,2011,17,2
iq,2011,18,2
iq,2011,19,1
iq,2011,20,1
iq,2011,21,1
iq,2011,22,1
iq,2011,23,1
iq,2011,24,1
iq,2011,25,1
iq,2011,26,1
iq,2011,27,1
iq,2011,28,1
iq,2011,29,1
iq,2011,30,1
iq,2011,31,2
iq,2011,32,2
iq,2011,33,1
iq,2011,34,1
iq,2011,35,1
iq,2011,36,1
iq,2011,37,1
iq,2011,38,2
iq,2011,39,1
iq,2011,40,1
iq,2011,41,1
iq,2011,42,2
iq,2011,43,1
iq,2011,44,2
iq,2011,45,2
iq,2011,46,2
iq,2011,47,2
iq,2011,48,2
iq,2011,49,1
iq,2011,50,1
iq,2011,51,1
iq,2012,52,2
iq,2012,1,2
iq,2012,2,3
iq,2012,3,2
iq,2012,4,3
iq,2012,5,2
iq,2012,6,2
iq,2012,7,3
iq,2012,8,3
iq,2012,9,2
iq,2012,10,2
iq,2012,11,1
iq,2012,12,2
iq,2012,13,2
iq,2012,14,1
iq,2012,15,2
iq,2012,16,2
iq,2012,17,2
iq,2012,18,2
iq,2012,19,1
iq,2012,20,2
iq,2012,21,1
iq,2012,22,1
iq,2012,23,1
iq,2012,24,1
iq,2012,25,1
iq,2012,26,2
iq,2012,27,1
iq,2012,28,1
iq,2012,29,1
iq,2012,30,1
iq,2012,31,1
iq,2012,32,1
iq,2012,33,1
iq,2012,34,2
iq,2012,35,1
iq,2012,36,1
iq,2012,37,1
iq,2012,38,1
iq,2012,39,2
iq,2012,40,1
iq,2012,41,1
iq,2012,42,1
iq,2012,43,2
iq,2012,44,2
iq,2012,45,2
iq,2012,46,2
iq,2012,47,1
iq,2012,48,2
iq,2012,49,2
iq,2012,50,1
iq,2012,51,1
iq,2013,1,2
iq,2013,2,3
iq,2013,3,2
iq,2013,4,3
iq,2013,5,3
iq,2013,6,3
iq,2013,7,3
iq,2013,8,3
iq,2013,9,3
iq,2013,10,2
iq,2013,11,2
iq,2013,12,2
iq,2013,13,2
iq,2013,14,2
iq,2013,15,2
iq,2013,16,2
iq,2013,17,2
iq,2013,18,1
iq,2013,19,2
iq,2013,20,2
iq,2013,21,1
iq,2013,22,2
iq,2013,23,2
iq,2013,24,1
iq,2013,25,1
iq,2013,26,1
