city,year,weekofyear,total_cases
sj,2010,25,10
sj,2010,26,14
sj,2010,27,20
sj,2010,28,37
sj,2010,29,16
sj,2010,30,19
sj,2010,31,34
sj,2010,32,50
sj,2010,33,62
sj,2010,34,76
sj,2010,35,67
sj,2010,36,80
sj,2010,37,42
sj,2010,38,54
sj,2010,39,40
sj,2010,40,45
sj,2010,41,77
sj,2010,42,25
sj,2010,43,41
sj,2010,44,29
sj,2010,45,36
sj,2010,46,8
sj,2010,47,10
sj,2010,48,6
sj,2010,49,4
sj,2010,50,3
sj,2010,51,4
sj,2011,52,4
sj,2011,1,6
sj,2011,2,8
sj,2011,3,9
sj,2011,4,9
sj,2011,5,7
sj,2011,6,6
sj,2011,7,6
sj,2011,8,5
sj,2011,9,3
sj,2011,10,3
sj,2011,11,3
sj,2011,12,2
sj,2011,13,2
sj,2011,14,3
sj,2011,15,2
sj,2011,16,2
sj,2011,17,2
sj,2011,18,3
sj,2011,19,2
sj,2011,20,3
sj,2011,21,4
sj,2011,22,9
sj,2011,23,8
sj,2011,24,14
sj,2011,25,19
sj,2011,26,19
sj,2011,27,9
sj,2011,28,13
sj,2011,29,11
sj,2011,30,30
sj,2011,31,27
sj,2011,32,34
sj,2011,33,39
sj,2011,34,39
sj,2011,35,39
sj,2011,36,38
sj,2011,37,37
sj,2011,38,27
sj,2011,39,48
sj,2011,40,43
sj,2011,41,41
sj,2011,42,47
sj,2011,43,19
sj,2011,44,31
sj,2011,45,31
sj,2011,46,21
sj,2011,47,14
sj,2011,48,12
sj,2011,49,9
sj,2011,50,10
sj,2011,51,4
sj,2012,52,4
sj,2012,1,8
sj,2012,2,7
sj,2012,3,8
sj,2012,4,7
sj,2012,5,5
sj,2012,6,5
sj,2012,7,5
sj,2012,8,4
sj,2012,9,4
sj,2012,10,2
sj,2012,11,2
sj,2012,12,3
sj,2012,13,2
sj,2012,14,2
sj,2012,15,2
sj,2012,16,3
sj,2012,17,3
sj,2012,18,4
sj,2012,19,1
sj,2012,20,7
sj,2012,21,5
sj,2012,22,4
sj,2012,23,14
sj,2012,24,15
sj,2012,25,24
sj,2012,26,19
sj,2012,27,14
sj,2012,28,15
sj,2012,29,13
sj,2012,30,21
sj,2012,31,24
sj,2012,32,38
sj,2012,33,36
sj,2012,34,32
sj,2012,35,24
sj,2012,36,28
sj,2012,37,49
sj,2012,38,48
sj,2012,39,81
sj,2012,40,39
sj,2012,41,33
sj,2012,42,53
sj,2012,43,60
sj,2012,44,75
sj,2012,45,48
sj,2012,46,23
sj,2012,47,22
sj,2012,48,17
sj,2012,49,9
sj,2012,50,4
sj,2012,51,3
sj,2013,1,6
sj,2013,2,8
sj,2013,3,7
sj,2013,4,8
sj,2013,5,6
sj,2013,6,5
sj,2013,7,4
sj,2013,8,6
sj,2013,9,5
sj,2013,10,3
sj,2013,11,2
sj,2013,12,2
sj,2013,13,6
sj,2013,14,3
sj,2013,15,4
sj,2013,16,3
sj,2013,17,2
iq,2010,26,4
iq,2010,27,2
iq,2010,28,5
iq,2010,29,2
iq,2010,30,3
iq,2010,31,3
iq,2010,32,3
iq,2010,33,3
iq,2010,34,2
iq,2010,35,2
iq,2010,36,2
iq,2010,37,2
iq,2010,38,2
iq,2010,39,2
iq,2010,40,2
iq,2010,41,2
iq,2010,42,3
iq,2010,43,4
iq,2010,44,4
iq,2010,45,4
iq,2010,46,3
iq,2010,47,4
iq,2010,48,3
iq,2010,49,4
iq,2010,50,2
iq,2010,51,0
iq,2011,52,1
iq,2011,1,22
iq,2011,2,8
iq,2011,3,10
iq,2011,4,11
iq,2011,5,10
iq,2011,6,10
iq,2011,7,14
iq,2011,8,13
iq,2011,9,13
iq,2011,10,8
iq,2011,11,8
iq,2011,12,7
iq,2011,13,8
iq,2011,14,5
iq,2011,15,5
iq,2011,16,4
iq,2011,17,5
iq,2011,18,6
iq,2011,19,1
iq,2011,20,2
iq,2011,21,3
iq,2011,22,2
iq,2011,23,1
iq,2011,24,2
iq,2011,25,1
iq,2011,26,2
iq,2011,27,1
iq,2011,28,1
iq,2011,29,3
iq,2011,30,1
iq,2011,31,4
iq,2011,32,4
iq,2011,33,2
iq,2011,34,1
iq,2011,35,2
iq,2011,36,1
iq,2011,37,2
iq,2011,38,4
iq,2011,39,2
iq,2011,40,2
iq,2011,41,4
iq,2011,42,4
iq,2011,43,3
iq,2011,44,4
iq,2011,45,4
iq,2011,46,5
iq,2011,47,5
iq,2011,48,3
iq,2011,49,3
iq,2011,50,7
iq,2011,51,3
iq,2012,52,5
iq,2012,1,9
iq,2012,2,11
iq,2012,3,9
iq,2012,4,9
iq,2012,5,11
iq,2012,6,9
iq,2012,7,15
iq,2012,8,9
iq,2012,9,7
iq,2012,10,7
iq,2012,11,3
iq,2012,12,5
iq,2012,13,7
iq,2012,14,3
iq,2012,15,5
iq,2012,16,6
iq,2012,17,4
iq,2012,18,4
iq,2012,19,2
iq,2012,20,4
iq,2012,21,2
iq,2012,22,3
iq,2012,23,2
iq,2012,24,2
iq,2012,25,4
iq,2012,26,3
iq,2012,27,2
iq,2012,28,2
iq,2012,29,3
iq,2012,30,2
iq,2012,31,2
iq,2012,32,2
iq,2012,33,3
iq,2012,34,3
iq,2012,35,2
iq,2012,36,1
iq,2012,37,2
iq,2012,38,1
iq,2012,39,2
iq,2012,40,3
iq,2012,41,3
iq,2012,42,2
iq,2012,43,3
iq,2012,44,5
iq,2012,45,4
iq,2012,46,4
iq,2012,47,2
iq,2012,48,6
iq,2012,49,4
iq,2012,50,1
iq,2012,51,1
iq,2013,1,10
iq,2013,2,10
iq,2013,3,10
iq,2013,4,18
iq,2013,5,11
iq,2013,6,13
iq,2013,7,15
iq,2013,8,13
iq,2013,9,18
iq,2013,10,9
iq,2013,11,7
iq,2013,12,7
iq,2013,13,7
iq,2013,14,6
iq,2013,15,5
iq,2013,16,6
iq,2013,17,5
iq,2013,18,3
iq,2013,19,4
iq,2013,20,5
iq,2013,21,2
iq,2013,22,2
iq,2013,23,4
iq,2013,24,1
iq,2013,25,1
iq,2013,26,2
