city,year,weekofyear,total_cases
sj,2012,48,30
sj,2012,49,35
sj,2012,50,27
sj,2012,51,19
sj,2013,1,44
sj,2013,2,31
sj,2013,3,30
sj,2013,4,15
sj,2013,5,17
sj,2013,6,14
sj,2013,7,10
sj,2013,8,13
sj,2013,9,10
sj,2013,10,8
sj,2013,11,3
sj,2013,12,6
sj,2013,13,6
sj,2013,14,5
sj,2013,15,3
sj,2013,16,6
sj,2013,17,4
iq,2010,26,6
iq,2010,27,8
iq,2010,28,6
iq,2010,29,9
iq,2010,30,10
iq,2010,31,27
iq,2010,32,21
iq,2010,33,5
iq,2010,34,4
iq,2010,35,3
iq,2010,36,6
iq,2010,37,4
iq,2010,38,7
iq,2010,39,7
iq,2010,40,11
iq,2010,41,10
iq,2010,42,14
iq,2010,43,11
iq,2010,44,11
iq,2010,45,19
iq,2010,46,17
iq,2010,47,15
iq,2010,48,14
iq,2010,49,10
iq,2010,50,18
iq,2010,51,13
iq,2011,52,10
iq,2011,1,12
iq,2011,2,17
iq,2011,3,22
iq,2011,4,25
iq,2011,5,18
iq,2011,6,12
iq,2011,7,15
iq,2011,8,12
iq,2011,9,12
iq,2011,10,10
iq,2011,11,9
iq,2011,12,7
iq,2011,13,8
iq,2011,14,7
iq,2011,15,5
iq,2011,16,7
iq,2011,17,7
iq,2011,18,7
iq,2011,19,5
iq,2011,20,6
iq,2011,21,6
iq,2011,22,5
iq,2011,23,3
iq,2011,24,4
iq,2011,25,5
iq,2011,26,2
iq,2011,27,3
iq,2011,28,3
iq,2011,29,3
iq,2011,30,2
iq,2011,31,3
iq,2011,32,4
iq,2011,33,2
iq,2011,34,3
iq,2011,35,2
iq,2011,36,3
iq,2011,37,4
iq,2011,38,2
iq,2011,39,3
iq,2011,40,4
iq,2011,41,7
iq,2011,42,10
iq,2011,43,5
iq,2011,44,5
iq,2011,45,6
iq,2011,46,9
iq,2011,47,5
iq,2011,48,10
iq,2011,49,8
iq,2011,50,3
iq,2011,51,6
iq,2012,52,13
iq,2012,1,13
iq,2012,2,15
iq,2012,3,17
iq,2012,4,15
iq,2012,5,15
iq,2012,6,13
iq,2012,7,15
iq,2012,8,13
iq,2012,9,13
iq,2012,10,9
iq,2012,11,6
iq,2012,12,6
iq,2012,13,7
iq,2012,14,3
iq,2012,15,6
iq,2012,16,6
iq,2012,17,4
iq,2012,18,9
iq,2012,19,3
iq,2012,20,5
iq,2012,21,3
iq,2012,22,3
iq,2012,23,4
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,2
iq,2012,28,3
iq,2012,29,2
iq,2012,30,5
iq,2012,31,5
iq,2012,32,3
iq,2012,33,4
iq,2012,34,5
iq,2012,35,4
iq,2012,36,4
iq,2012,37,5
iq,2012,38,7
iq,2012,39,5
iq,2012,40,7
iq,2012,41,8
iq,2012,42,14
iq,2012,43,14
iq,2012,44,8
iq,2012,45,15
iq,2012,46,13
iq,2012,47,5
iq,2012,48,14
iq,2012,49,11
iq,2012,50,17
iq,2012,51,13
iq,2013,1,10
iq,2013,2,13
iq,2013,3,13
iq,2013,4,14
iq,2013,5,18
iq,2013,6,17
iq,2013,7,16
iq,2013,8,15
iq,2013,9,13
iq,2013,10,12
iq,2013,11,9
iq,2013,12,8
iq,2013,13,11
iq,2013,14,7
iq,2013,15,5
iq,2013,16,6
iq,2013,17,6
iq,2013,18,5
iq,2013,19,4
iq,2013,20,5
iq,2013,21,6
iq,2013,22,4
iq,2013,23,2
iq,2013,24,4
iq,2013,25,6
iq,2013,26,4
