city,year,weekofyear,total_cases
sj,2012,19,4
sj,2012,20,5
sj,2012,21,11
sj,2012,22,8
sj,2012,23,10
sj,2012,24,22
sj,2012,25,23
sj,2012,26,25
sj,2012,27,28
sj,2012,28,36
sj,2012,29,51
sj,2012,30,22
sj,2012,31,26
sj,2012,32,35
sj,2012,33,29
sj,2012,34,34
sj,2012,35,40
sj,2012,36,54
sj,2012,37,62
sj,2012,38,42
sj,2012,39,54
sj,2012,40,46
sj,2012,41,65
sj,2012,42,58
sj,2012,43,36
sj,2012,44,36
sj,2012,45,35
sj,2012,46,38
sj,2012,47,33
sj,2012,48,23
sj,2012,49,27
sj,2012,50,23
sj,2012,51,30
sj,2013,1,29
sj,2013,2,20
sj,2013,3,27
sj,2013,4,16
sj,2013,5,13
sj,2013,6,18
sj,2013,7,13
sj,2013,8,14
sj,2013,9,12
sj,2013,10,11
sj,2013,11,9
sj,2013,12,7
sj,2013,13,7
sj,2013,14,7
sj,2013,15,5
sj,2013,16,4
sj,2013,17,4
iq,2010,26,5
iq,2010,27,3
iq,2010,28,7
iq,2010,29,6
iq,2010,30,15
iq,2010,31,17
iq,2010,32,18
iq,2010,33,6
iq,2010,34,4
iq,2010,35,5
iq,2010,36,8
iq,2010,37,7
iq,2010,38,5
iq,2010,39,13
iq,2010,40,8
iq,2010,41,14
iq,2010,42,26
iq,2010,43,19
iq,2010,44,22
iq,2010,45,21
iq,2010,46,14
iq,2010,47,18
iq,2010,48,18
iq,2010,49,10
iq,2010,50,15
iq,2010,51,10
iq,2011,52,5
iq,2011,1,7
iq,2011,2,7
iq,2011,3,10
iq,2011,4,15
iq,2011,5,9
iq,2011,6,8
iq,2011,7,11
iq,2011,8,9
iq,2011,9,7
iq,2011,10,8
iq,2011,11,7
iq,2011,12,6
iq,2011,13,6
iq,2011,14,6
iq,2011,15,5
iq,2011,16,4
iq,2011,17,5
iq,2011,18,5
iq,2011,19,5
iq,2011,20,2
iq,2011,21,4
iq,2011,22,3
iq,2011,23,4
iq,2011,24,2
iq,2011,25,2
iq,2011,26,2
iq,2011,27,3
iq,2011,28,2
iq,2011,29,2
iq,2011,30,4
iq,2011,31,3
iq,2011,32,2
iq,2011,33,1
iq,2011,34,2
iq,2011,35,2
iq,2011,36,1
iq,2011,37,2
iq,2011,38,1
iq,2011,39,4
iq,2011,40,2
iq,2011,41,3
iq,2011,42,7
iq,2011,43,7
iq,2011,44,7
iq,2011,45,7
iq,2011,46,5
iq,2011,47,6
iq,2011,48,6
iq,2011,49,6
iq,2011,50,2
iq,2011,51,6
iq,2012,52,11
iq,2012,1,13
iq,2012,2,17
iq,2012,3,15
iq,2012,4,18
iq,2012,5,18
iq,2012,6,16
iq,2012,7,14
iq,2012,8,13
iq,2012,9,12
iq,2012,10,9
iq,2012,11,6
iq,2012,12,4
iq,2012,13,8
iq,2012,14,4
iq,2012,15,5
iq,2012,16,5
iq,2012,17,7
iq,2012,18,5
iq,2012,19,4
iq,2012,20,7
iq,2012,21,4
iq,2012,22,3
iq,2012,23,4
iq,2012,24,2
iq,2012,25,3
iq,2012,26,1
iq,2012,27,2
iq,2012,28,3
iq,2012,29,4
iq,2012,30,6
iq,2012,31,6
iq,2012,32,4
iq,2012,33,5
iq,2012,34,8
iq,2012,35,4
iq,2012,36,3
iq,2012,37,3
iq,2012,38,5
iq,2012,39,4
iq,2012,40,5
iq,2012,41,6
iq,2012,42,7
iq,2012,43,11
iq,2012,44,13
iq,2012,45,13
iq,2012,46,8
iq,2012,47,7
iq,2012,48,10
iq,2012,49,33
iq,2012,50,6
iq,2012,51,10
iq,2013,1,15
iq,2013,2,20
iq,2013,3,13
iq,2013,4,18
iq,2013,5,24
iq,2013,6,19
iq,2013,7,20
iq,2013,8,18
iq,2013,9,19
iq,2013,10,16
iq,2013,11,14
iq,2013,12,13
iq,2013,13,12
iq,2013,14,12
iq,2013,15,9
iq,2013,16,8
iq,2013,17,7
iq,2013,18,6
iq,2013,19,7
iq,2013,20,9
iq,2013,21,6
iq,2013,22,6
iq,2013,23,5
iq,2013,24,9
iq,2013,25,7
iq,2013,26,4
