city,year,weekofyear,total_cases
iq,2010,33,3
iq,2010,34,2
iq,2010,35,3
iq,2010,36,5
iq,2010,37,2
iq,2010,38,6
iq,2010,39,3
iq,2010,40,5
iq,2010,41,4
iq,2010,42,7
iq,2010,43,6
iq,2010,44,6
iq,2010,45,6
iq,2010,46,9
iq,2010,47,8
iq,2010,48,7
iq,2010,49,6
iq,2010,50,4
iq,2010,51,3
iq,2011,52,3
iq,2011,1,14
iq,2011,2,13
iq,2011,3,12
iq,2011,4,9
iq,2011,5,13
iq,2011,6,13
iq,2011,7,6
iq,2011,8,12
iq,2011,9,11
iq,2011,10,14
iq,2011,11,5
iq,2011,12,9
iq,2011,13,8
iq,2011,14,6
iq,2011,15,5
iq,2011,16,3
iq,2011,17,5
iq,2011,18,5
iq,2011,19,2
iq,2011,20,3
iq,2011,21,3
iq,2011,22,3
iq,2011,23,2
iq,2011,24,4
iq,2011,25,2
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,3
iq,2011,30,3
iq,2011,31,4
iq,2011,32,4
iq,2011,33,3
iq,2011,34,2
iq,2011,35,3
iq,2011,36,2
iq,2011,37,4
iq,2011,38,4
iq,2011,39,4
iq,2011,40,4
iq,2011,41,6
iq,2011,42,4
iq,2011,43,6
iq,2011,44,4
iq,2011,45,6
iq,2011,46,5
iq,2011,47,6
iq,2011,48,6
iq,2011,49,8
iq,2011,50,9
iq,2011,51,6
iq,2012,52,9
iq,2012,1,10
iq,2012,2,11
iq,2012,3,12
iq,2012,4,11
iq,2012,5,12
iq,2012,6,9
iq,2012,7,8
iq,2012,8,13
iq,2012,9,4
iq,2012,10,6
iq,2012,11,5
iq,2012,12,4
iq,2012,13,7
iq,2012,14,3
iq,2012,15,5
iq,2012,16,6
iq,2012,17,5
iq,2012,18,5
iq,2012,19,2
iq,2012,20,4
iq,2012,21,2
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,2
iq,2012,28,2
iq,2012,29,3
iq,2012,30,4
iq,2012,31,2
iq,2012,32,3
iq,2012,33,3
iq,2012,34,5
iq,2012,35,3
iq,2012,36,1
iq,2012,37,4
iq,2012,38,2
iq,2012,39,6
iq,2012,40,6
iq,2012,41,6
iq,2012,42,4
iq,2012,43,9
iq,2012,44,5
iq,2012,45,5
iq,2012,46,7
iq,2012,47,5
iq,2012,48,6
iq,2012,49,5
iq,2012,50,6
iq,2012,51,7
iq,2013,1,10
iq,2013,2,10
iq,2013,3,7
iq,2013,4,11
iq,2013,5,8
iq,2013,6,9
iq,2013,7,7
iq,2013,8,11
iq,2013,9,5
iq,2013,10,6
iq,2013,11,9
iq,2013,12,7
iq,2013,13,8
iq,2013,14,6
iq,2013,15,7
iq,2013,16,6
iq,2013,17,6
iq,2013,18,3
iq,2013,19,5
iq,2013,20,4
iq,2013,21,3
iq,2013,22,4
iq,2013,23,3
iq,2013,24,2
iq,2013,25,2
iq,2013,26,2
