city,year,weekofyear,total_cases
iq,2011,14,4
iq,2011,15,3
iq,2011,16,3
iq,2011,17,3
iq,2011,18,7
iq,2011,19,5
iq,2011,20,6
iq,2011,21,3
iq,2011,22,4
iq,2011,23,5
iq,2011,24,4
iq,2011,25,4
iq,2011,26,1
iq,2011,27,2
iq,2011,28,1
iq,2011,29,2
iq,2011,30,1
iq,2011,31,1
iq,2011,32,3
iq,2011,33,2
iq,2011,34,2
iq,2011,35,2
iq,2011,36,2
iq,2011,37,2
iq,2011,38,4
iq,2011,39,4
iq,2011,40,7
iq,2011,41,6
iq,2011,42,8
iq,2011,43,9
iq,2011,44,9
iq,2011,45,9
iq,2011,46,8
iq,2011,47,7
iq,2011,48,11
iq,2011,49,10
iq,2011,50,6
iq,2011,51,8
iq,2012,52,10
iq,2012,1,12
iq,2012,2,12
iq,2012,3,12
iq,2012,4,13
iq,2012,5,13
iq,2012,6,12
iq,2012,7,12
iq,2012,8,12
iq,2012,9,10
iq,2012,10,9
iq,2012,11,7
iq,2012,12,7
iq,2012,13,6
iq,2012,14,4
iq,2012,15,4
iq,2012,16,4
iq,2012,17,4
iq,2012,18,4
iq,2012,19,5
iq,2012,20,5
iq,2012,21,4
iq,2012,22,5
iq,2012,23,4
iq,2012,24,3
iq,2012,25,3
iq,2012,26,1
iq,2012,27,2
iq,2012,28,3
iq,2012,29,2
iq,2012,30,3
iq,2012,31,4
iq,2012,32,2
iq,2012,33,2
iq,2012,34,2
iq,2012,35,2
iq,2012,36,3
iq,2012,37,3
iq,2012,38,3
iq,2012,39,5
iq,2012,40,9
iq,2012,41,7
iq,2012,42,9
iq,2012,43,9
iq,2012,44,7
iq,2012,45,11
iq,2012,46,12
iq,2012,47,11
iq,2012,48,11
iq,2012,49,19
iq,2012,50,10
iq,2012,51,9
iq,2013,1,12
iq,2013,2,15
iq,2013,3,14
iq,2013,4,17
iq,2013,5,16
iq,2013,6,16
iq,2013,7,15
iq,2013,8,16
iq,2013,9,17
iq,2013,10,15
iq,2013,11,12
iq,2013,12,17
iq,2013,13,14
iq,2013,14,13
iq,2013,15,10
iq,2013,16,8
iq,2013,17,8
iq,2013,18,9
iq,2013,19,8
iq,2013,20,6
iq,2013,21,7
iq,2013,22,8
iq,2013,23,10
iq,2013,24,8
iq,2013,25,8
iq,2013,26,7
